turker,turker_gender,search_term,image_url,image_gender,bls_p_women,bls_p_image_gender,search_p_women,attractive,provocative,sexy,professional,competent,inappropriate,trustworthy,weird
a120,female,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/4.jpg,man,0.041,0.959,0.103896104,disagree,disagree,disagree,agree,agree,disagree,agree,disagree
a164,female,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/33.jpg,woman,0.556,0.556,0.246153846,disagree,disagree,disagree,neutral,agree,disagree,agree,disagree
a118,male,librarian,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/7.jpg,woman,0.868,0.868,0.953846154,disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a151,male,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/13.jpg,man,0.556,0.444,0.246153846,strongly disagree,neutral,strongly disagree,disagree,strongly disagree,disagree,neutral,strongly agree
a139,male,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/10.jpg,man,0.236,0.764,0.209302326,neutral,neutral,disagree,neutral,neutral,neutral,disagree,disagree
a116,female,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/40.jpg,man,0.678,0.322,0.6875,agree,agree,agree,agree,agree,disagree,neutral,neutral
a64,male,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/13.jpg,woman,0.728,0.728,0.651162791,agree,neutral,neutral,agree,agree,strongly disagree,agree,strongly disagree
a55,female,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/7.jpg,man,0.225,0.775,0.166666667,agree,strongly disagree,neutral,agree,agree,strongly disagree,agree,disagree
a139,male,bus driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/15.jpg,man,0.455,0.545,0.1875,agree,neutral,disagree,neutral,agree,neutral,disagree,disagree
a116,female,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/10.jpg,man,0.501,0.499,0.353846154,neutral,neutral,neutral,agree,agree,disagree,agree,neutral
a120,female,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/0.jpg,man,0.126,0.874,0.138888889,disagree,disagree,disagree,agree,agree,disagree,agree,disagree
a139,male,librarian,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/1.jpg,woman,0.868,0.868,0.953846154,agree,agree,disagree,agree,neutral,disagree,agree,disagree
a64,male,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/8.jpg,man,0.596,0.404,0.685714286,neutral,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a164,female,customer service representative,http://homes.cs.washington.edu/~mjskay/aws-images/google/customer service representative/17.jpg,woman,0.678,0.678,0.6875,agree,agree,agree,agree,agree,disagree,agree,disagree
a36,female,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/37.jpg,woman,0.029,0.029,0.125,neutral,strongly agree,neutral,strongly disagree,strongly disagree,strongly disagree,disagree,neutral
a169,male,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/7.jpg,man,0.225,0.775,0.166666667,neutral,strongly disagree,disagree,agree,agree,strongly disagree,neutral,strongly disagree
a64,male,bus driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/bus driver/5.jpg,man,0.455,0.545,0.1875,agree,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a164,female,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/8.jpg,man,0.343,0.657,0.301204819,neutral,neutral,neutral,strongly agree,agree,disagree,agree,disagree
a26,male,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/73.jpg,woman,0.197,0.197,0.148148148,strongly agree,strongly agree,strongly agree,disagree,agree,disagree,NA,disagree
a134,male,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/8.jpg,woman,0.861,0.861,0.846153846,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a53,female,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/0.jpg,man,0.599,0.401,0.234042553,strongly disagree,strongly agree,disagree,strongly disagree,strongly disagree,strongly agree,agree,agree
a139,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/5.jpg,man,0.343,0.657,0.301204819,neutral,agree,disagree,agree,agree,disagree,neutral,disagree
a26,male,police officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/police officer/57.jpg,woman,0.126,0.126,0.138888889,disagree,disagree,disagree,agree,neutral,disagree,neutral,NA
a39,male,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/8.jpg,man,0.441,0.559,0.476190476,agree,agree,neutral,agree,agree,disagree,agree,disagree
a64,male,chemist,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/1.jpg,man,0.442,0.558,0.532467532,neutral,disagree,neutral,strongly agree,agree,strongly disagree,agree,strongly disagree
a139,male,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/5.jpg,man,0.377,0.623,0.141025641,agree,agree,disagree,agree,agree,disagree,agree,disagree
a25,female,primary school teacher,http://homes.cs.washington.edu/~mjskay/aws-images/google/primary school teacher/12.jpg,man,0.814,0.186,0.717948718,strongly agree,strongly disagree,agree,agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a116,female,plumber,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/4.jpg,man,0.013,0.987,0.047058824,neutral,neutral,neutral,agree,agree,neutral,neutral,neutral
a118,male,mail carrier,http://homes.cs.washington.edu/~mjskay/aws-images/google/mail carrier/11.jpg,man,0.377,0.623,0.287671233,strongly disagree,agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a160,female,computer programmer,http://homes.cs.washington.edu/~mjskay/aws-images/google/computer programmer/2.jpg,man,0.225,0.775,0.166666667,disagree,disagree,disagree,neutral,agree,neutral,neutral,agree
a171,female,librarian,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/3.jpg,woman,0.868,0.868,0.953846154,strongly disagree,strongly disagree,strongly disagree,strongly agree,agree,strongly disagree,agree,neutral
a26,male,technical writer,http://homes.cs.washington.edu/~mjskay/aws-images/google/technical writer/16.jpg,man,0.555,0.445,0.35,strongly disagree,strongly disagree,strongly disagree,agree,neutral,disagree,NA,strongly agree
a64,male,librarian,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/4.jpg,woman,0.868,0.868,0.953846154,agree,disagree,neutral,agree,agree,strongly disagree,agree,strongly disagree
a116,female,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/32.jpg,woman,0.236,0.236,0.209302326,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,NA
a120,female,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/78.jpg,woman,0.197,0.197,0.148148148,agree,disagree,disagree,agree,agree,disagree,agree,disagree
a72,male,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/32.jpg,woman,0.236,0.236,0.209302326,neutral,disagree,neutral,agree,neutral,neutral,neutral,agree
a116,female,author,http://homes.cs.washington.edu/~mjskay/aws-images/google/author/4.jpg,man,0.556,0.444,0.246153846,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
a64,male,lab tech,http://homes.cs.washington.edu/~mjskay/aws-images/google/lab tech/3.jpg,woman,0.728,0.728,0.651162791,agree,neutral,agree,agree,agree,strongly disagree,agree,strongly disagree
a120,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/12.jpg,man,0.537,0.463,0.576923077,neutral,disagree,disagree,agree,agree,disagree,agree,disagree
a35,male,insurance sales agent,http://homes.cs.washington.edu/~mjskay/aws-images/google/insurance sales agent/3.jpg,man,0.441,0.559,0.476190476,agree,agree,neutral,agree,agree,disagree,agree,neutral
a162,female,plumber,http://homes.cs.washington.edu/~mjskay/aws-images/google/plumber/0.jpg,man,0.013,0.987,0.047058824,neutral,strongly disagree,disagree,agree,strongly agree,strongly disagree,agree,disagree
a64,male,butcher,http://homes.cs.washington.edu/~mjskay/aws-images/google/butcher/93.jpg,woman,0.23,0.23,0.079365079,strongly agree,strongly agree,strongly agree,neutral,neutral,strongly agree,neutral,agree
a164,female,roofer,http://homes.cs.washington.edu/~mjskay/aws-images/google/roofer/0.jpg,man,0.015,0.985,0,disagree,disagree,disagree,agree,agree,disagree,agree,disagree
a134,male,chief executive officer,http://homes.cs.washington.edu/~mjskay/aws-images/google/chief executive officer/21.jpg,woman,0.274,0.274,0.112244898,neutral,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree
a35,male,housekeeper,http://homes.cs.washington.edu/~mjskay/aws-images/google/housekeeper/29.jpg,man,0.881,0.119,0.926829268,disagree,disagree,disagree,agree,agree,disagree,agree,neutral
a120,female,custodian,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/4.jpg,man,0.297,0.703,0.15625,disagree,disagree,disagree,agree,agree,disagree,agree,disagree
a171,female,pharmacist,http://homes.cs.washington.edu/~mjskay/aws-images/google/pharmacist/15.jpg,woman,0.537,0.537,0.576923077,agree,strongly disagree,disagree,agree,agree,strongly disagree,agree,disagree
a125,female,roofer,http://homes.cs.washington.edu/~mjskay/aws-images/google/roofer/7.jpg,man,0.015,0.985,0,neutral,strongly disagree,strongly disagree,agree,agree,strongly disagree,neutral,strongly disagree
a64,male,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/9.jpg,man,0.236,0.764,0.209302326,neutral,disagree,disagree,agree,agree,strongly disagree,agree,strongly disagree
a171,female,custodian,http://homes.cs.washington.edu/~mjskay/aws-images/google/custodian/4.jpg,man,0.297,0.703,0.15625,strongly disagree,strongly disagree,strongly disagree,neutral,agree,strongly disagree,neutral,disagree
a164,female,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/7.jpg,woman,0.941,0.941,0.873239437,neutral,neutral,neutral,agree,agree,disagree,agree,disagree
a139,male,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/0.jpg,man,0.599,0.401,0.234042553,agree,agree,agree,agree,agree,disagree,agree,disagree
a64,male,cook,http://homes.cs.washington.edu/~mjskay/aws-images/google/cook/3.jpg,man,0.377,0.623,0.141025641,neutral,disagree,disagree,agree,agree,strongly disagree,agree,strongly disagree
a116,female,pilot,http://homes.cs.washington.edu/~mjskay/aws-images/google/pilot/6.jpg,man,0.041,0.959,0.103896104,neutral,neutral,neutral,strongly agree,agree,disagree,agree,neutral
a26,male,truck driver,http://homes.cs.washington.edu/~mjskay/aws-images/google/truck driver/94.jpg,woman,0.054,0.054,0.069444444,agree,neutral,neutral,agree,neutral,neutral,neutral,disagree
a116,female,chemist,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/6.jpg,woman,0.442,0.442,0.532467532,neutral,neutral,neutral,neutral,agree,neutral,neutral,neutral
a35,male,optician,http://homes.cs.washington.edu/~mjskay/aws-images/google/optician/11.jpg,man,0.596,0.404,0.685714286,strongly disagree,disagree,strongly disagree,disagree,neutral,neutral,disagree,strongly agree
a25,female,receptionist,http://homes.cs.washington.edu/~mjskay/aws-images/google/receptionist/2.jpg,woman,0.915,0.915,0.962962963,strongly agree,strongly disagree,agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a158,male,chemist,http://homes.cs.washington.edu/~mjskay/aws-images/google/chemist/0.jpg,woman,0.442,0.442,0.532467532,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,neutral,neutral,strongly disagree
a20,female,electrician,http://homes.cs.washington.edu/~mjskay/aws-images/google/electrician/95.jpg,woman,0.018,0.018,0.04,agree,neutral,neutral,agree,agree,strongly disagree,agree,strongly disagree
a26,male,construction worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/construction worker/3.jpg,man,0.029,0.971,0.125,agree,neutral,disagree,neutral,neutral,neutral,neutral,neutral
a64,male,librarian,http://homes.cs.washington.edu/~mjskay/aws-images/google/librarian/28.jpg,man,0.868,0.132,0.953846154,neutral,strongly disagree,strongly disagree,agree,agree,strongly disagree,NA,strongly disagree
a116,female,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/2.jpg,man,0.132,0.868,0.154929577,neutral,neutral,neutral,agree,agree,disagree,neutral,neutral
a64,male,doctor,http://homes.cs.washington.edu/~mjskay/aws-images/google/doctor/19.jpg,woman,0.343,0.343,0.301204819,agree,neutral,neutral,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a35,male,administrative assistant,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/57.jpg,man,0.953,0.047,0.923076923,disagree,disagree,disagree,disagree,neutral,neutral,neutral,agree
a120,female,childcare worker,http://homes.cs.washington.edu/~mjskay/aws-images/google/childcare worker/35.jpg,man,0.941,0.059,0.873239437,neutral,disagree,disagree,neutral,agree,disagree,agree,disagree
a108,female,administrative assistant,http://homes.cs.washington.edu/~mjskay/aws-images/google/administrative assistant/71.jpg,man,0.953,0.047,0.923076923,strongly disagree,disagree,strongly disagree,neutral,neutral,neutral,disagree,neutral
a148,female,welder,http://homes.cs.washington.edu/~mjskay/aws-images/google/welder/9.jpg,man,0.048,0.952,0.076923077,neutral,strongly disagree,strongly disagree,agree,agree,strongly disagree,agree,strongly disagree
a35,male,bartender,http://homes.cs.washington.edu/~mjskay/aws-images/google/bartender/10.jpg,woman,0.599,0.599,0.234042553,agree,agree,strongly agree,agree,agree,disagree,agree,neutral
a64,male,nurse practitioner,http://homes.cs.washington.edu/~mjskay/aws-images/google/nurse practitioner/7.jpg,woman,0.861,0.861,0.846153846,agree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree
a75,male,software developer,http://homes.cs.washington.edu/~mjskay/aws-images/google/software developer/26.jpg,woman,0.197,0.197,0.148148148,agree,strongly agree,neutral,strongly agree,agree,disagree,neutral,neutral
a39,male,biologist,http://homes.cs.washington.edu/~mjskay/aws-images/google/biologist/15.jpg,man,0.501,0.499,0.353846154,neutral,agree,disagree,agree,agree,strongly disagree,agree,strongly disagree
a35,male,electrician,http://homes.cs.washington.edu/~mjskay/aws-images/google/electrician/0.jpg,man,0.018,0.982,0.04,neutral,disagree,neutral,strongly agree,strongly agree,strongly disagree,strongly agree,neutral
a120,female,announcer,http://homes.cs.washington.edu/~mjskay/aws-images/google/announcer/32.jpg,woman,0.236,0.236,0.209302326,disagree,disagree,disagree,disagree,neutral,agree,neutral,neutral
a104,male,engineer,http://homes.cs.washington.edu/~mjskay/aws-images/google/engineer/7.jpg,man,0.132,0.868,0.154929577,disagree,neutral,strongly disagree,agree,agree,strongly disagree,neutral,disagree
